RHO	SIM_TIME	AVG_WAIT
0.9	1000.0	7.662665074515743
0.9	1000.0	4.3702620589987395
0.9	1000.0	7.101643865500939
0.9	1000.0	7.863217769018558
0.9	1000.0	6.988473411374702
0.9	1000.0	3.760396829609459
0.9	1000.0	13.997203200348002
0.9	1000.0	5.357413926929964
0.9	1000.0	6.0306372337908645
0.9	1000.0	3.9674607829149195
0.9	1000.0	5.32230023422713
0.9	1000.0	7.3504047722392105
0.9	1000.0	5.468902684692302
0.9	1000.0	4.249561423352272
0.9	1000.0	4.3909538424887
0.9	1000.0	5.805652971731822
0.9	1000.0	3.6809596847529957
0.9	1000.0	8.490815003232335
0.9	1000.0	8.274159571364084
0.9	1000.0	5.845996653979777
0.9	1000.0	17.049469551278765
0.9	1000.0	4.244900231350878
0.9	1000.0	7.7331120352726535
0.9	1000.0	8.853415359577456
0.9	1000.0	8.191595118425179
0.9	1000.0	9.61899481807129
0.9	1000.0	4.027122486028978
0.9	1000.0	5.6195418973196345
0.9	1000.0	8.962529773016419
0.9	1000.0	4.102054634019263
0.9	1000.0	10.692187510594032
0.9	1000.0	8.975521531389553
0.9	1000.0	6.659248872211048
0.9	1000.0	8.402060099214056
0.9	1000.0	4.410709888421347
0.9	1000.0	5.66906276031599
0.9	1000.0	3.4338442349021503
0.9	1000.0	7.067747427538359
0.9	1000.0	7.424618437319871
0.9	1000.0	3.758383671185278
0.9	1000.0	3.8654198641603865
0.9	1000.0	8.780041029676342
0.9	1000.0	3.7051481238856154
0.9	1000.0	7.069255530817675
0.9	1000.0	6.620419814148451
0.9	1000.0	12.010987746076077
0.9	1000.0	5.492672725257918
0.9	1000.0	8.88744628586935
0.9	1000.0	13.718126985920044
0.9	1000.0	3.9503662828694543
0.9	1000.0	12.16809712928983
0.9	1000.0	7.76017051452714
0.9	1000.0	4.174098513512134
0.9	1000.0	6.490593509181096
0.9	1000.0	4.903756217959713
0.9	1000.0	4.407580313274023
0.9	1000.0	4.814704573004675
0.9	1000.0	7.720517974950688
0.9	1000.0	6.8992629013126
0.9	1000.0	10.304336885834408
0.9	1000.0	7.481476207972673
0.9	1000.0	8.70002965905965
0.9	1000.0	3.948901251397823
0.9	1000.0	10.615644522798885
0.9	1000.0	13.652617339845321
0.9	1000.0	8.779714140333999
0.9	1000.0	9.985860972553855
0.9	1000.0	3.4060813911218695
0.9	1000.0	9.271970866067328
0.9	1000.0	4.95637243365998
0.9	1000.0	7.616651705472618
0.9	1000.0	3.201077887226141
0.9	1000.0	4.506314160290286
0.9	1000.0	4.330319351596612
0.9	1000.0	7.976538492845332
0.9	1000.0	9.72642683173054
0.9	1000.0	5.34278060361218
0.9	1000.0	3.271257052609178
0.9	1000.0	10.168810519880672
0.9	1000.0	6.160931754539941
0.9	1000.0	8.14672204243317
0.9	1000.0	9.341026530780342
0.9	1000.0	7.110823541466636
0.9	1000.0	4.682922778236168
0.9	1000.0	11.098775567749252
0.9	1000.0	8.1536417676329
0.9	1000.0	6.482425463881992
0.9	1000.0	15.322331251609855
0.9	1000.0	6.957727618297676
0.9	1000.0	6.7749309555566715
0.9	1000.0	13.030325917540589
0.9	1000.0	8.062742196294924
0.9	1000.0	10.637108513238806
0.9	1000.0	4.379601465499832
0.9	1000.0	35.91305865517614
0.9	1000.0	15.315574778573604
0.9	1000.0	13.192721710446138
0.9	1000.0	9.458790105730676
0.9	1000.0	4.83127962270463
0.9	1000.0	9.564526913247395
0.9	1000.0	3.564788943172078
0.9	1000.0	12.54011163014345
0.9	1000.0	4.938333743059372
