RHO	SIM_TIME	AVG_WAIT
0.1	500.0	0.15553432601511974
0.1	500.0	0.0542331197794543
0.1	500.0	0.05020572489208002
0.1	500.0	0.1011163043932609
0.1	500.0	0.2740673623315619
0.1	500.0	1.2867815987783886
0.1	500.0	0.0023584183030305648
0.1	500.0	0.41448729674195717
0.1	500.0	0.4758169684163325
0.1	500.0	0.2094265612879935
0.1	500.0	0.008141680502312051
0.1	500.0	0.15512731302882465
0.1	500.0	0.1734849361890407
0.1	500.0	0.2414354972124922
0.1	500.0	0.23139154028231562
0.1	500.0	0.02462883524622631
0.1	500.0	0.42267837595353724
0.1	500.0	0.8269930576294758
0.1	500.0	0.028816691389703178
0.1	500.0	0.4058160579528732
0.1	500.0	0.04563788500458325
0.1	500.0	0.2132459851804429
0.1	500.0	0.056961069689679615
0.1	500.0	0.037774381347564875
0.1	500.0	0.08849191194863584
0.1	500.0	0.01780133788064883
0.1	500.0	0.01960573070912654
0.1	500.0	0.0432159297701235
0.1	500.0	0.017580830579303056
0.1	500.0	0.023365400784800525
0.1	500.0	0.07785072244385867
0.1	500.0	0.12420166058073984
0.1	500.0	0.022061880020330868
0.1	500.0	0.059557033406431356
0.1	500.0	0.010879909729748921
0.1	500.0	0.14786981914529504
0.1	500.0	0.059961687282770036
0.1	500.0	0.031124197713054715
0.1	500.0	0.012385882416909104
0.1	500.0	0.2726831501477777
0.1	500.0	0.14267918811556282
0.1	500.0	0.04475147904565337
0.1	500.0	0.08344557113765567
0.1	500.0	0.10797924452698143
0.1	500.0	0.0
0.1	500.0	0.2188134564728388
0.1	500.0	0.2376307655367066
0.1	500.0	0.09902460523512284
0.1	500.0	0.05935939505398252
0.1	500.0	0.24442668751351387
0.1	500.0	0.00447903990113902
0.1	500.0	0.0155083157394653
0.1	500.0	0.06727485568648929
0.1	500.0	0.0
0.1	500.0	0.024299767357016992
0.1	500.0	0.07994150079259135
0.1	500.0	0.0054450067903125746
0.1	500.0	0.0869951510771895
0.1	500.0	0.3664877447526625
0.1	500.0	0.04278347352247213
0.1	500.0	0.06467564251708188
0.1	500.0	0.1892090044493445
0.1	500.0	0.007482684294915408
0.1	500.0	0.11677259683652862
0.1	500.0	0.07432019687992118
0.1	500.0	0.01731783396166838
0.1	500.0	0.17176178971620298
0.1	500.0	0.012841337254871637
0.1	500.0	0.1923946239155933
0.1	500.0	0.0435720039121752
0.1	500.0	0.07929923246736374
0.1	500.0	0.17549575594851735
0.1	500.0	0.09770008936653297
0.1	500.0	0.19277988983074176
0.1	500.0	0.01649106308431628
0.1	500.0	0.03246768788466211
0.1	500.0	0.19378608051127705
0.1	500.0	0.023146453389749685
0.1	500.0	0.16238941379131855
0.1	500.0	0.0074335071389356995
0.1	500.0	0.05698999280630933
0.1	500.0	0.2683617455630021
0.1	500.0	0.027059560585139225
0.1	500.0	0.20101737617001664
0.1	500.0	0.048360097054635766
0.1	500.0	0.08974947001692876
0.1	500.0	0.013223250596434541
0.1	500.0	0.043994035005190765
0.1	500.0	0.19151726457386564
